500,3.0,-111.0,2.3638696848771446,13.588092670685187,669.1684558939901
600,3.5,-108.0,2.2034636665115386,16.068153339343638,756.0863387812415
700,3.9,-108.0,2.2074906947772632,18.02927468380121,824.9742832348059
800,4.3,-105.0,2.1958384994006224,20.000812606194625,891.8090801228589
900,4.9,-103.0,2.2342449153975394,22.986460093142096,999.9918975285534
1000,5.2,-102.0,2.069699574044648,24.442378964168878,1048.5689870364506
1100,5.6,-101.0,2.082538984077587,26.40649250807655,1117.6435537923473
1200,6.1,-100.0,2.2294795817574595,28.880731249770605,1207.3623529881281
1300,6.5,-99.0,2.1106432145965073,30.84599467774833,1276.8327194698393
