Flow_Set,P_Set,T_Adj4_Set,Time,S1_Pres,S1_Temp,S1_Flow,S10_Flow,S6_Pres,Power,MA,UA,LMTD,Status
800,4.8,-113,18:26:46,4.8,35.740179555519546,19621.352355127565,800.0,22.26685929703594,323.05679569330994,4.713756105455431,88.16704981397427,12.73593489221221,OK
800,4.8,-114,18:26:48,4.8,36.10045698895709,19621.352355127565,800.0,22.230146031709946,322.8604455665877,4.353430686454452,91.6229004578266,12.326486743970815,OK
800,4.8,-115,18:26:49,4.8,36.46193764382315,19621.352355127565,800.0,22.192791645612253,322.6735500846235,3.9919365229722388,95.46181449154058,11.899030841277625,OK
800,4.8,-116,18:26:51,4.8,36.82509576114467,19621.352355127565,800.0,22.154912194912445,322.4899337916692,3.628762770936902,99.7637261169262,11.45140215588054,OK
800,4.8,-117,18:26:53,4.8,37.188378950659114,19621.352355127565,800.0,22.11693733430548,322.3016995411879,3.265498122450758,104.60697453036629,10.983831103999247,OK
800,4.8,-118,18:26:54,4.8,37.55202823218576,19621.352355127565,800.0,22.07926455258747,322.10934062449354,2.9018796359536196,110.12405999914766,10.493236258232372,OK
800,4.8,-119,18:26:56,4.8,37.91640803384968,19621.352355127565,800.0,22.041535209926796,321.9133348782858,2.537518906655592,116.5058908018442,9.975042507368727,OK
800,4.8,-120,18:26:58,4.8,38.28132055987288,19621.352355127565,800.0,22.003588799322838,321.71452284567295,2.172617802785325,124.02264760013188,9.42380980852742,OK
900,4.8,-106,18:31:55,4.8,38.51328724324367,19151.00967063601,900.0,22.609929978629893,317.7353271946674,2.003863331444933,118.70061594878675,9.117225741939336,OK
900,4.8,-107,18:31:57,4.8,38.86840142778618,19151.00967063601,900.0,22.580814052906636,317.54587612032617,1.6538218245806888,126.91822558595773,8.576389128207444,OK
900,4.8,-108,18:31:58,4.8,39.219379956618695,19151.00967063601,900.0,22.551884862601984,317.3600133566626,1.3035472528974594,137.37064192461423,7.96954748734058,OK
900,4.8,-109,18:32:00,4.8,39.570527204013956,19151.00967063601,900.0,22.522623735460506,317.17675380636575,0.9523886974257181,151.4933650637207,7.268146500562506,OK
900,4.8,-110,18:32:02,4.8,39.92259868977766,19151.00967063601,900.0,22.492941365712422,317.0032705628297,0.6002595571993794,172.7352390680592,6.410877695456567,OK
900,5.0,-112,18:33:49,5.0,38.913157402333866,19789.882020682144,900.0,23.72821124460734,329.43049316462685,1.5885043866116462,133.06747570662927,8.677144376373947,OK
900,5.0,-113,18:33:50,5.0,39.27916601850643,19789.882020682144,900.0,23.698278016435925,329.24708405961377,1.226919790624585,145.1279667952578,8.002056198170788,OK
900,5.0,-114,18:33:52,5.0,39.641355769940674,19789.882020682144,900.0,23.66863263097012,329.0637213430003,0.864725494014742,161.7822475271126,7.219633695019945,OK
900,5.0,-115,18:33:54,5.0,40.004566166121265,19789.882020682144,900.0,23.638862859560163,328.87771606802147,0.5015045607986863,188.216852631792,6.241295838971799,OK
900,5.0,-116,18:33:55,5.0,40.36887244258071,19789.882020682144,900.0,23.608944992818902,328.68215394107074,0.1371976310683607,251.67945541932824,4.694258687034045,Temp Cross (MA 0.14)
900,5.1,-103,18:34:48,5.1000000000000005,34.439520094676766,20546.114620685268,900.0,24.234658187687728,341.5291356514727,2.840604231925056,80.58655520172867,14.016236135256097,OK
900,5.1,-104,18:34:49,5.1000000000000005,34.80163135469121,20546.114620685268,900.0,24.20245674014735,341.32808468806826,3.577551926226988,82.77822483310077,13.726940317619823,OK
900,5.1,-105,18:34:51,5.1000000000000005,35.15889790523431,20546.114620685268,900.0,24.170431973738236,341.12281896187017,4.315759927524454,85.2321759292117,13.411186767666218,OK
900,5.1,-106,18:34:53,5.1000000000000005,35.516969276949794,20546.114620685268,900.0,24.138132183666695,340.9156520520416,4.970495939539504,87.9689030890501,13.071135025979999,OK
900,5.1,-107,18:34:54,5.1000000000000005,35.87578384493793,20546.114620685268,900.0,24.105660519676512,340.70797002322945,4.611680994726328,91.0145720478063,12.708503943865322,OK
900,5.1,-108,18:34:56,5.1000000000000005,36.23538586077035,20546.114620685268,900.0,24.072988848234388,340.50120323481354,4.2520781076876375,94.40921589752993,12.323818174331022,OK
900,5.1,-109,18:34:58,5.1000000000000005,36.595831924678976,20546.114620685268,900.0,24.040085893082864,340.2968852966956,3.8916307143229147,98.20779009264889,11.916802162140922,OK
900,5.1,-110,18:34:59,5.1000000000000005,36.95731173587535,20546.114620685268,900.0,24.006778982697973,340.10276957235595,3.5301508818360787,102.48634697445137,11.486226950986262,OK
900,5.1,-111,18:35:01,5.1000000000000005,37.31978017539029,20546.114620685268,900.0,23.973129628755093,339.9163620798615,3.1676707232882606,107.3453776103773,11.030365540864803,OK
900,5.1,-112,18:35:03,5.1000000000000005,37.683117471419166,20546.114620685268,900.0,23.939328240095243,339.7233854283338,2.8043349322793034,112.92264518417329,10.54665558908557,OK
900,5.1,-113,18:35:05,5.1000000000000005,38.04737820991454,20546.114620685268,900.0,23.905338336263686,339.5252857576522,2.4400750853319977,119.41981379234264,10.030785250346478,OK
900,5.1,-114,18:35:06,5.1000000000000005,38.412626198205146,20546.114620685268,900.0,23.87111960264894,339.32280780160306,2.074827927646176,127.13990970700507,9.476286265115995,OK
900,5.2,-101,18:35:36,5.2,32.67362122558677,21200.241371088876,900.0,24.614209796543168,351.31596585298047,1.318680781178216,74.06338894031138,15.465319017928442,OK
900,5.2,-102,18:35:38,5.2,33.03813070869694,21200.241371088876,900.0,24.578675048269126,351.10062825626534,2.0505297304281953,75.41034073778786,15.28142363248719,OK
900,5.2,-103,18:35:39,5.2,33.39744434191857,21200.241371088876,900.0,24.543187623169203,350.90168175005095,2.7834223554526147,77.04040717359084,15.0484592856609,OK
900,5.2,-104,18:35:41,5.2,33.757753935167955,21200.241371088876,900.0,24.50729773684061,350.707350669122,3.516737086410444,78.9046004382564,14.781354490552905,OK
900,5.2,-105,18:35:43,5.2,34.11879535902045,21200.241371088876,900.0,24.471147385494582,350.5061436200494,4.250705510044156,80.98772639347756,14.487506735764914,OK
900,5.2,-106,18:35:45,5.2,34.48062638950648,21200.241371088876,900.0,24.434685318809066,350.29982856955024,4.985278576818871,83.29303312467891,14.170691032004818,OK
900,5.2,-107,18:35:46,5.2,34.843322062769346,21200.241371088876,900.0,24.39785398675708,350.08915590708244,5.6289943494537695,85.83421166553535,13.833016153069867,OK
900,5.2,-108,18:35:48,5.2,35.20747819586359,21200.241371088876,900.0,24.36001407229482,349.87464472129,5.264812229929149,88.63832591082216,13.474836703560616,OK
900,5.2,-109,18:35:50,5.2,35.57273456582459,21200.241371088876,900.0,24.321597254415384,349.65745762572345,4.899542057975999,91.73273387681367,13.097231339048923,OK
900,5.2,-110,18:35:51,5.2,35.938915359556404,21200.241371088876,900.0,24.282816475261107,349.438745540333,4.533361742301153,95.15581881053552,12.700443057958555,OK
900,5.2,-111,18:35:53,5.2,36.30621412779578,21200.241371088876,900.0,24.243459155345295,349.2195322920693,4.166054237366907,98.96219854105469,12.283633642815603,OK
900,5.2,-112,18:35:55,5.2,36.674519436623996,21200.241371088876,900.0,24.203692943134968,349.0011204123563,3.7977498130363614,103.21934026554545,11.845931313524368,OK
900,5.2,-113,18:35:56,5.2,37.04387419995987,21200.241371088876,900.0,24.16348761969282,348.7848210413946,3.4283951599917017,108.01953881418072,11.38556149307382,OK
900,5.2,-114,18:35:58,5.2,37.41465336429508,21200.241371088876,900.0,24.122426519721706,348.58221416851063,3.0575983091799372,113.49423631249975,10.899373110779319,OK
900,5.2,-115,18:36:00,5.2,37.78648283340584,21200.241371088876,900.0,24.081006421793695,348.37788997892216,2.6857723455319373,119.81397928551984,10.384355179652124,OK
900,5.2,-116,18:36:01,5.2,38.15927139769303,21200.241371088876,900.0,24.039346581852502,348.1680937529825,2.3129941249149084,127.23423132539051,9.835317864745722,OK
900,5.3,-101,18:36:30,5.3,31.788608102388878,21681.58323002559,900.0,25.10992873127772,359.2144741712952,1.5299887814222188,71.39058579042431,16.35962896923063,OK
900,5.3,-102,18:36:32,5.3,32.162550474225725,21681.58323002559,900.0,25.07211911839611,358.98949520223346,2.2600460472880286,72.6360057353236,16.177727861567075,OK
900,5.3,-103,18:36:33,5.3,32.52495403075261,21681.58323002559,900.0,25.034863540709143,358.7899919453124,2.9919209543639056,74.10898553573575,15.952587959808655,OK
900,5.3,-104,18:36:35,5.3,32.888304399138974,21681.58323002559,900.0,24.99729908321259,358.5863216981381,3.724385992281327,75.77872841997336,15.695583647319522,OK
900,5.3,-105,18:36:37,5.3,33.25245597680231,21681.58323002559,900.0,24.959400422081664,358.3758936871928,4.457430864273562,77.63256717305507,15.413237247398929,OK
900,5.3,-106,18:36:39,5.3,33.617851034516605,21681.58323002559,900.0,24.920705358552656,358.1602004595282,5.190423157822522,79.67367500700882,15.108658872786535,OK
900,5.3,-107,18:36:40,5.3,33.984470248305854,21681.58323002559,900.0,24.881228132640146,357.940118390212,5.923411409829157,81.91037681010349,14.784103345066208,OK
900,5.3,-108,18:36:42,5.3,34.351966878773055,21681.58323002559,900.0,24.8414243205731,357.71681752811753,6.1098120322365475,84.35401318797675,14.441505085390355,OK
900,5.3,-109,18:36:44,5.3,34.72051323923489,21681.58323002559,900.0,24.801080076420195,357.49125065671603,5.741258490757772,87.02597013201027,14.081364025233594,OK
900,5.3,-110,18:36:45,5.3,35.08999374454413,21681.58323002559,900.0,24.760369787315607,357.2646415914035,5.37178106972398,89.95109317236655,13.704216203591201,OK
900,5.3,-111,18:36:47,5.3,35.46044884518233,21681.58323002559,900.0,24.719264506214074,357.0382187149747,5.001328152375301,93.16292967065033,13.309951347685116,OK
900,5.3,-112,18:36:49,5.3,35.83194494009581,21681.58323002559,900.0,24.6777189679512,356.8132988536784,4.629833357328408,96.70441432464145,12.898060855146221,OK
900,5.3,-113,18:36:51,5.3,36.2046936248704,21681.58323002559,900.0,24.635524209228105,356.5958422005624,4.257089449931399,100.63230555524208,12.467420010635363,OK
900,5.3,-114,18:36:52,5.3,36.57876046593378,21681.58323002559,900.0,24.592593195768384,356.3875271582965,3.8829993838344095,105.019150558717,12.016586936003131,OK
900,5.3,-115,18:36:54,5.3,36.95380827661427,21681.58323002559,900.0,24.5494295608808,356.17316456204026,3.5079639181364826,109.95390111819584,11.544312527024248,OK
900,5.3,-116,18:36:56,5.3,37.329867321799895,21681.58323002559,900.0,24.50600138981156,355.9534512391328,3.1319164197525993,115.56391613175538,11.047888566557422,OK
900,5.3,-117,18:36:57,5.3,37.707010445098604,21681.58323002559,900.0,24.46227076316157,355.7291428656396,2.7547841285064862,122.02755656557063,10.523506670569324,OK
900,5.3,-118,18:36:59,5.3,38.08523716350521,21681.58323002559,900.0,24.418255570873544,355.50112687418886,2.376542740850411,129.60358187478582,9.965811629810787,OK
1000,5.3,-101,18:42:43,5.3,36.951496896945,20878.738000418354,1000.0,25.480612077308223,349.45474076937154,2.0558987459488094,102.40070667728693,11.321962079285768,OK
1000,5.3,-102,18:42:44,5.3,37.31931484434364,20878.738000418354,1000.0,25.44971989283337,349.2562670160787,2.795265693943861,106.46735388855353,10.95462874957363,OK
1000,5.3,-103,18:42:46,5.3,37.67850727786373,20878.738000418354,1000.0,25.419487130279325,349.06052627622756,2.854107912239755,111.26358376378975,10.54466466840948,OK
1000,5.3,-104,18:42:48,5.3,38.03852999940551,20878.738000418354,1000.0,25.38911042640981,348.86222256745145,2.494074628476632,116.9487737528939,10.091439723486138,OK
1000,5.3,-105,18:42:49,5.3,38.39930341776807,20878.738000418354,1000.0,25.35858645810436,348.6611719937267,2.133300633228444,123.76052664460867,9.592266501069627,OK
1000,5.3,-106,18:42:51,5.3,38.76092436513329,20878.738000418354,1000.0,25.327896866771685,348.45708079298447,1.7716738958689717,132.0954674240852,9.039864069418048,OK
1000,5.4,-101,18:43:25,5.4,36.068735980019426,21281.12039659276,1000.0,26.04860931396502,356.6082361721593,2.3531317148904805,94.74748734688511,12.441555246370589,OK
1000,5.4,-102,18:43:27,5.4,36.41989203257117,21281.12039659276,1000.0,26.01865259338229,356.41843036193563,3.095049332856888,97.89103429574824,12.11403002240671,OK
1000,5.4,-103,18:43:28,5.4,36.781992967898304,21281.12039659276,1000.0,25.987718138739215,356.22119030729226,3.740562284498452,101.5455334066128,11.747913999404545,OK
1000,5.4,-104,18:43:30,5.4,37.14489686127888,21281.12039659276,1000.0,25.956659913059948,356.0217743265347,3.3776533947369387,105.75474457147037,11.347577800096152,OK
