Flow,Status,Power_Rev,MA_Rev
1300.0,OK,1237.1163918773088,0.4735084978334214
1200.0,OK,1166.4489665728927,1.0483378051328884
1100.0,OK,1096.5660265827548,1.243663744054274
1000.0,OK,1087.6277084639541,2.477453477626838
